date;stationID;interpret;title
02/05/2024 21:26:31;18;FELIX JAEHN FEAT. LEONY;WAKING UP
02/05/2024 21:26:31;41;FELIX JAEHN FEAT. LEONY;WAKING UP
02/05/2024 21:27:34;bayern1main;Falco;Rock Me Amadeus
02/05/2024 21:27:34;dashitradio;Justin Timberlake;Cry Me A River
02/05/2024 21:28:21;wdr2;Giant Rooks;Pink skies
02/05/2024 21:28:37;bremennext;Billa Joe mit Faroon;Business Straight
02/05/2024 21:28:37;41;ROXETTE;JOYRIDE
02/05/2024 21:29:40;bayern1main;Hall & Oates;Kiss On My List
02/05/2024 21:29:40;18;ROXETTE;JOYRIDE
02/05/2024 21:30:28;bremennext;Post Malone;Wow
02/05/2024 21:30:43;1live;YellowStraps;Slowdown (Girl What's Up)
02/05/2024 21:32:03;wdr2;Sia;Gimme Love
02/05/2024 21:32:03;dashitradio;Kamrad;I Hope You End Up Alone (With Me)
02/05/2024 21:32:35;bremennext;RAF Camora mit Ahmad Amin;Strada
02/05/2024 21:32:51;18;RIKU RAJAMAA;HOLD ME CLOSE
02/05/2024 21:32:51;41;RIKU RAJAMAA;HOLD ME CLOSE
02/05/2024 21:33:06;1live;Roosevelt;Ordinary Love
02/05/2024 21:33:54;bayern1main;Huey Lewis & The News;Stuck With You
02/05/2024 21:33:54;1live;Miksu / Macloud x makko;Nachts wach (Lila Wolken Bootleg)
02/05/2024 21:34:25;dashitradio;Adele;Water Under The Bridge
02/05/2024 21:34:41;wdr2;Jack Johnson;Better together
02/05/2024 21:34:57;bremennext;Martin Garrix mit Tove Lo;Pressure
02/05/2024 21:36:00;18;LOUD LUXURY FEAT. BRANDO;BODY
02/05/2024 21:36:01;41;LOUD LUXURY FEAT. BRANDO;BODY
02/05/2024 21:37:35;bremennext;Kali Uchis mit Peso Pluma;Igual Que Un Ángel
02/05/2024 21:37:51;bayern1main;Kylie Minogue;Tears On My Pillow
02/05/2024 21:38:07;1live;Easy Easy;Hier raus
02/05/2024 21:38:07;41;JUSTIN TIMBERLAKE;SELFISH
02/05/2024 21:38:23;wdr2;Camila Cabello;Don't Go Yet
02/05/2024 21:38:23;dashitradio;Robin Schulz;Sun Will Shine ( & Tom Walker)
02/05/2024 21:39:11;18;JUSTIN TIMBERLAKE;SELFISH
02/05/2024 21:40:29;1live;Tkay Maidza feat. Lolo Zouai & Amber Mark;Out of Luck
02/05/2024 21:40:30;bayern1main;Billy Joel;We Didn't Start The Fire
02/05/2024 21:41:33;dashitradio;Madonna;Jump
02/05/2024 21:41:33;bremennext;Metro Boomin mit The Weeknd;Creepin'
02/05/2024 21:43:08;wdr2;Billy Joel;It's still rock and roll to me
02/05/2024 21:43:24;18;DUA LIPA;BE THE ONE
02/05/2024 21:43:24;41;DUA LIPA;BE THE ONE
02/05/2024 21:44:59;dashitradio;Taylor Swift;Cruel Summer
02/05/2024 21:45:31;bremennext;Reezy;In & Out
02/05/2024 21:46:02;bayern1main;Marc Almond & Gene Pitney;Something's Gotten Hold Of My Heart
02/05/2024 21:46:02;wdr2;Aidan Martin;Lonely People
02/05/2024 21:46:18;1live;Philine Sonny;Lovely
02/05/2024 21:47:38;18;THE PROCLAIMERS;I'M GONNA BE (500 MILES)
02/05/2024 21:47:38;41;THE PROCLAIMERS;I'M GONNA BE (500 MILES)
02/05/2024 21:47:53;dashitradio;Imagine Dragons;Natural
02/05/2024 21:47:53;bremennext;Clementine Douglas mit Meduza;I Got Nothing
02/05/2024 21:48:09;wdr2;Arlo Parks;Softly
02/05/2024 21:49:44;1live;PinkPantheress;Just For Me
02/05/2024 21:50:16;bayern1main;Kwabs;Walk
02/05/2024 21:50:48;41;TWENTY ONE PILOTS;STRESSED OUT
02/05/2024 21:51:03;dashitradio;Twocolors;Heavy Metal Love
02/05/2024 21:51:19;bremennext;Marshmello mit Khalid;Silence
02/05/2024 21:51:34;1live;Kendrick Lamar;Swimming Pools (Drank)
02/05/2024 21:51:50;1live;Alok x Ella Eyre x Kenny Dope feat. Never Dull;Deep Down
02/05/2024 21:51:50;18;TWENTY ONE PILOTS;STRESSED OUT
02/05/2024 21:52:53;wdr2;;WDR 2 POP! mit Steffi Klaus
02/05/2024 21:53:09;dashitradio;Joe Cocker;Unchain My Heart
02/05/2024 21:54:12;bayern1main;Paul Simon;Fifty Ways To Leave Your Lover
02/05/2024 21:54:28;bremennext;Sigma mit Ebenezer;Care About Us
02/05/2024 21:54:44;wdr2;Malik Harris;Sticks & stones
02/05/2024 21:55:00;18;ROBIN SCHULZ & RITA ORA & TIAG;I'LL BE THERE
02/05/2024 21:55:00;41;ROBIN SCHULZ & RITA ORA & TIAG;I'LL BE THERE
02/05/2024 21:55:15;1live;Dominic Fike;Mona Lisa
02/05/2024 21:56:34;bremennext;Vintage Culture mit Adam K;Save Me
02/05/2024 21:57:06;bayern1main;Musical Youth;Pass The Dutchie
02/05/2024 21:58:09;wdr2;MGMT;Time to pretend
02/05/2024 21:58:09;dashitradio;Jennifer Lopez;New Can't Get Enough
02/05/2024 21:58:09;18;MICHAEL SCHULTE;REMEMBER ME
02/05/2024 21:58:09;41;MICHAEL SCHULTE;REMEMBER ME
02/05/2024 21:58:25;1live;Justice & Tame Impala;One Night/All Night
02/05/2024 21:59:43;bremennext;Jennifer Lopez mit Latto;Can't Get Enough (Explicit)
02/05/2024 22:00:31;bayern1main;;    18.000 Menschen bei Protest gegen Rechtsextremismus in Frankfurt
02/05/2024 22:01:18;dashitradio;Milky Chance;Colorado
02/05/2024 22:02:52;bremennext;Pashanim;Ms. Jackson
02/05/2024 22:04:11;dashitradio;Ofenbach;Be Mine
02/05/2024 22:04:26;18;DAVID GUETTA;LOVERS ON THE SUN
02/05/2024 22:04:27;41;DAVID GUETTA;LOVERS ON THE SUN
02/05/2024 22:04:58;bayern1main;BAYERN 1;Es ist 22:04 Uhr
02/05/2024 22:04:58;1live;Jack Harlow;Lovin On Me
02/05/2024 22:05:14;bremennext;Lil Durk mit J. Cole;All My Life
02/05/2024 22:05:45;bayern1main;Righteous Brothers;You're My Soul And Inspiration
02/05/2024 22:07:04;dashitradio;Nico Santos;Number 1
02/05/2024 22:07:20;1live;Eliza Rose x Calvin Harris;Body Moving
02/05/2024 22:08:39;18;CAT BURNS;KNOW THAT YOU'RE NOT ALONE
02/05/2024 22:08:39;41;CAT BURNS;KNOW THAT YOU'RE NOT ALONE
02/05/2024 22:09:10;bayern1main;Eurythmics;Sweet Dreams
02/05/2024 22:09:10;bremennext;6pm Records mit Luciano;Wonderful Life
02/05/2024 22:09:57;dashitradio;Aura Dione;Friends
02/05/2024 22:09:58;1live;Kraftklub;Songs für Liam
02/05/2024 22:11:48;18;SIA;GIMME LOVE
02/05/2024 22:11:48;41;SIA;GIMME LOVE
02/05/2024 22:12:20;bremennext;Zayn;Love Like This
02/05/2024 22:12:51;bayern1main;George Michael;Faith
02/05/2024 22:13:23;dashitradio;Michael Schulte;Better Me (R3hab)
02/05/2024 22:14:26;1live;The Last Dinner Party;Nothing Matters
02/05/2024 22:14:42;bremennext;Gabry Ponte mit ONESOLO;Shining
02/05/2024 22:15:14;dashitradio;Kamrad;I Hope You End Up Alone (With Me)
02/05/2024 22:16:01;41;DEEP BLUE SOMETHING;BREAKFAST AT TIFFANY'S
02/05/2024 22:16:16;dashitradio;Herbert Grönemeyer;Mensch
02/05/2024 22:16:16;bayern1main;Alice Cooper;No More Mr. Nice Guy
02/05/2024 22:17:03;18;DEEP BLUE SOMETHING;BREAKFAST AT TIFFANY'S
02/05/2024 22:18:37;bremennext;Jack Harlow;Lovin On Me
02/05/2024 22:19:25;bayern1main;Madonna;Hung Up
02/05/2024 22:20:11;dashitradio;Shawn Mendes;When You're Gone
02/05/2024 22:20:12;41;ANDREAS BOURANI;AUF UNS
02/05/2024 22:20:27;bremennext;Drake mit Sexyy Red;Rich Baby Daddy
02/05/2024 22:20:27;1live;Burna Boy;Sittin' On Top Of The World
02/05/2024 22:21:15;18;ANDREAS BOURANI;AUF UNS
02/05/2024 22:22:33;bayern1main;Chicory Tip;Son Of My Father
02/05/2024 22:23:04;dashitradio;David Guetta, Cedric Gervais & Chris Willis;Would I Lie To You
02/05/2024 22:23:36;1live;Jorja Smith;Little Things x Gypsy Woman (L Beats Mashup)
02/05/2024 22:24:23;18;CLOCKCLOCK;OVER
02/05/2024 22:24:23;41;CLOCKCLOCK;OVER
02/05/2024 22:25:41;1live;Dayglow;Can I call you tonight?
02/05/2024 22:25:41;bayern1main;Bee Gees;You Win Again
02/05/2024 22:26:13;dashitradio;Sia;Gimme Love
02/05/2024 22:26:29;18;ALLE FARBEN & LOUIS THOMPSON F;LOVE HURT REPEAT
02/05/2024 22:26:29;41;ALLE FARBEN & LOUIS THOMPSON F;LOVE HURT REPEAT
02/05/2024 22:29:06;dashitradio;Pet Shop Boys;Always On My Mind
02/05/2024 22:29:38;18;NICKELBACK;IF EVERYONE CARED
02/05/2024 22:29:38;41;NICKELBACK;IF EVERYONE CARED
02/05/2024 22:30:40;bayern1main;Adele;Hello
02/05/2024 22:31:11;1live;Mitski;My Love Mine All Mine
02/05/2024 22:32:44;dashitradio;Felix Jaehn;Do It Better (feat. Zoe Wees)
02/05/2024 22:32:45;18;James Blunt;Bonfire Heart
02/05/2024 22:32:45;41;James Blunt;Bonfire Heart
02/05/2024 22:33:31;1live;Arlo Parks;Blades
02/05/2024 22:34:50;bayern1main;Los Lobos;La Bamba
02/05/2024 22:36:08;dashitradio;Hozier;Take Me To Church
02/05/2024 22:36:55;18;ÁSDÍS;ANGEL EYES
02/05/2024 22:36:55;41;ÁSDÍS;ANGEL EYES
02/05/2024 22:37:11;wdr2;Nico Santos;Would I lie to you
02/05/2024 22:37:11;bremennext;Ski Aggu;Party Sahne
02/05/2024 22:37:27;bayern1main;Spandau Ballet;True
02/05/2024 22:38:14;bremennext;Calvin Harris mit Rihanna;This Is What You Came For
02/05/2024 22:38:14;wdr2;Sheryl Crow;All I wanna do
02/05/2024 22:39:02;1live;Gossip;Real Power
02/05/2024 22:39:02;41;TEDDY SWIMS;LOSE CONTROL
02/05/2024 22:40:05;dashitradio;Zerb & Sofiya Nzau;Mwaki
02/05/2024 22:40:05;18;TEDDY SWIMS;LOSE CONTROL
02/05/2024 22:41:24;bremennext;Dave mit Central Cee;Sprinter
02/05/2024 22:42:11;wdr2;Lewis Capaldi;Strangers
02/05/2024 22:42:27;1live;Diplo & Miguel;Don't Forget My Love
02/05/2024 22:42:27;dashitradio;Keri Hilson;I Like
02/05/2024 22:44:48;bayern1main;Chic;Le Freak
02/05/2024 22:45:04;bremennext;James Hype mit Kim Petras;Drums
02/05/2024 22:45:20;18;BILLY JOEL;TURN THE LIGHTS BACK ON
02/05/2024 22:45:20;41;BILLY JOEL;TURN THE LIGHTS BACK ON
02/05/2024 22:46:07;wdr2;Justin Nozuka;After tonight
02/05/2024 22:46:07;dashitradio;Leony;Holding On
02/05/2024 22:47:41;1live;Provinz feat. ENNIO;James Blake
02/05/2024 22:48:13;bayern1main;UB 40; Falling In Love With You
02/05/2024 22:48:29;bremennext;Mero mit Ayliva;Bullet
02/05/2024 22:49:16;wdr2;Ed Sheeran;American Town
02/05/2024 22:49:16;dashitradio;Mark Forster;Sowieso
02/05/2024 22:49:33;18;MALIK HARRIS;ROCKSTARS
02/05/2024 22:49:33;41;MALIK HARRIS;ROCKSTARS
02/05/2024 22:50:20;bremennext;Bad Bunny;Where She Goes
02/05/2024 22:50:51;bayern1main;Martika;Toy Soldiers
02/05/2024 22:51:39;1live;Mura Masa feat. A$AP Rocky;Love $ick
02/05/2024 22:51:39;dashitradio;Glockenbach;Lifeline (X Ella Henderson)
02/05/2024 22:51:39;41;KYGO WITH AVICII & SANDRO CAVA;FOREVER YOURS (TRIBUTE)
02/05/2024 22:52:42;18;KYGO WITH AVICII & SANDRO CAVA;FOREVER YOURS (TRIBUTE)
02/05/2024 22:53:13;wdr2;;WDR 2 POP! mit Steffi Klaus
02/05/2024 22:53:14;bremennext;Juice WRLD;Lucid Dreams
02/05/2024 22:54:32;1live;Jain;Makeba
02/05/2024 22:54:33;dashitradio;Robbie Williams;She's The One
02/05/2024 22:54:48;bayern1main;Berlin;Take My Breath Away
02/05/2024 22:54:49;41;RIHANNA;STAY
02/05/2024 22:55:36;wdr2;Miley Cyrus;Flowers
02/05/2024 22:55:52;18;RIHANNA;STAY
02/05/2024 22:57:26;1live;Noah Kahan;Stick Season
02/05/2024 22:58:45;wdr2;Level 42;Lessons in love
02/05/2024 22:58:45;dashitradio;Alle Farben X Lewis Thompson;Love Hurt Repeat (feat. Mae Muller)
02/05/2024 22:59:01;18;GEORGE MICHAEL;FAITH
02/05/2024 22:59:01;41;GEORGE MICHAEL;FAITH
02/05/2024 23:00:50;bayern1main;;    18.000 Menschen bei Protest gegen Rechtsextremismus in Frankfurt
02/05/2024 23:01:22;dashitradio;Ellie Goulding;Love Me Like You Do
02/05/2024 23:05:01;dashitradio;Snow Patrol;Chasing Cars
02/05/2024 23:05:16;bayern1main;Freddie Mercury;I Was Born To Love You
02/05/2024 23:05:16;18;MATT SIMONS;WE CAN DO BETTER
02/05/2024 23:05:16;41;MATT SIMONS;WE CAN DO BETTER
02/05/2024 23:05:47;wdr2;Iann Dior;Let you
02/05/2024 23:08:09;wdr2;Justin Timberlake;My love
02/05/2024 23:08:25;18;LOST FREQUENCIES X BASTILLE;HEAD DOWN
02/05/2024 23:08:25;41;LOST FREQUENCIES X BASTILLE;HEAD DOWN
02/05/2024 23:08:40;bayern1main;Atomic Kitten;It's ok!
02/05/2024 23:09:27;dashitradio;Dua Lipa;Houdini
02/05/2024 23:10:30;bremennext;Yakary;Sonnenbank
02/05/2024 23:10:30;18;ZOE WEES;LIGHTNING
02/05/2024 23:10:30;41;ZOE WEES;LIGHTNING
02/05/2024 23:11:48;bayern1main;U2;Pride
02/05/2024 23:12:04;1live;Billie Eilish;Bad Guy
02/05/2024 23:12:35;dashitradio;Panic! At The Disco;High Hopes
02/05/2024 23:12:36;bremennext;Sub Focus mit Dimension;Ready To Fly
02/05/2024 23:12:51;wdr2;Alice Merton;Run away girl
02/05/2024 23:14:27;1live;Selena Gomez;Single Soon
02/05/2024 23:14:42;18;BON JOVI;ALWAYS
02/05/2024 23:14:43;41;BON JOVI;ALWAYS
02/05/2024 23:15:29;bayern1main;Gloria Gaynor;I Will Survive
02/05/2024 23:15:45;dashitradio;Pink;Never Gonna Not Dance Again
02/05/2024 23:18:23;bremennext;Tate McRae;Exes
02/05/2024 23:19:11;wdr2;Bruce Springsteen;Badlands
02/05/2024 23:19:27;dashitradio;Mr. Big;To Be With You
02/05/2024 23:19:27;bayern1main;Heinz Rudolf Kunze;Mit Leib und Seele
02/05/2024 23:19:59;18;THE CHAINSMOKERS FEAT. COLDPLAY;SOMETHING JUST LIKE THIS
02/05/2024 23:19:59;41;THE CHAINSMOKERS FEAT. COLDPLA;SOMETHING JUST LIKE THIS
02/05/2024 23:21:02;bremennext;David Guetta mit Aya Starr;Big Fu
02/05/2024 23:22:37;dashitradio;The Rolling Stones;Mess It Up (Purple Disco Machine Remix)
02/05/2024 23:23:09;18;ED SHEERAN;SHIVERS
02/05/2024 23:23:09;41;ED SHEERAN;SHIVERS
02/05/2024 23:23:25;wdr2;Celeste;Stop this flame
02/05/2024 23:23:56;bayern1main;Phil Collins;You'll Be In My Heart
02/05/2024 23:24:27;bremennext;Luciano;Time
02/05/2024 23:26:01;dashitradio;Dynoro;In My Mind ( & Gigi D'agostino)
02/05/2024 23:26:33;bremennext;Post Malone mit Young Thug;Goodbyes
02/05/2024 23:27:20;18;LADY GAGA;BORN THIS WAY
02/05/2024 23:27:20;41;LADY GAGA;BORN THIS WAY
02/05/2024 23:28:07;bayern1main;Bananarama;Robert De Niro's Waiting
02/05/2024 23:28:54;dashitradio;Miley Cyrus;Flowers
02/05/2024 23:29:10;bremennext;Jazzy;Giving Me
02/05/2024 23:29:26;18;ALICE MERTON;RUN AWAY GIRL
02/05/2024 23:29:26;41;ALICE MERTON;RUN AWAY GIRL
02/05/2024 23:31:31;bayern1main;Coldplay;Speed Of Sound
02/05/2024 23:32:18;dashitradio;Milow;You Don't Know
02/05/2024 23:32:18;bremennext;Reezy mit Bausa;Sandmann
02/05/2024 23:33:37;18;TOTO;AFRICA
02/05/2024 23:33:37;41;TOTO;AFRICA
02/05/2024 23:34:39;bremennext;Skrillex mit Fred again..;Rumble
02/05/2024 23:34:54;dashitradio;Loi;Am I Enough
02/05/2024 23:35:57;bayern1main;Lionel Richie;Dancing On The Ceiling
02/05/2024 23:37:15;bremennext;Jung Kook mit Jack Harlow;3d
02/05/2024 23:37:46;dashitradio;Younotus;Your Favourite Song ( & Julian Perretta)
02/05/2024 23:37:46;18;MARSHMELLO X P!NK X STING;DREAMING
02/05/2024 23:37:46;41;MARSHMELLO X P!NK X STING;DREAMING
02/05/2024 23:39:51;41;SHAWN MENDES;WHEN YOU'RE GONE
02/05/2024 23:40:22;bayern1main;Mamas & Papas;Monday, Monday
02/05/2024 23:40:38;dashitradio;Linkin Park;Lost
02/05/2024 23:40:38;bremennext;Troye Sivan;Rush
02/05/2024 23:40:54;18;SHAWN MENDES;WHEN YOU'RE GONE
02/05/2024 23:43:30;bayern1main;Climie Fisher;Love Changes
02/05/2024 23:43:30;bremennext;Bobby Vandamme;Bandit
02/05/2024 23:43:45;dashitradio;Olly Murs feat. Flo Rida;Troublemaker
02/05/2024 23:45:04;41;LOI;AM I ENOUGH
02/05/2024 23:46:07;18;LOI;AM I ENOUGH
02/05/2024 23:46:37;bremennext;Disclosure mit Eliza Doolittle;You & Me (Flume Remix)
02/05/2024 23:46:37;dashitradio;Robin Schulz;I'll Be There ( & Rita Ora, Tiago Pzk)
02/05/2024 23:49:13;18;3 DOORS DOWN;HERE WITHOUT YOU
02/05/2024 23:49:14;41;3 DOORS DOWN;HERE WITHOUT YOU
02/05/2024 23:49:29;dashitradio;Lady Gaga;Shallow ( & Bradley Cooper)
02/05/2024 23:49:44;bremennext;Mae Stephens;If We Ever Broke Up
02/05/2024 23:51:50;bayern1main;John Lennon & Yoko Ono;Woman
02/05/2024 23:52:37;bremennext;A$AP Rocky mit Drake;F**Kin' Problems
02/05/2024 23:53:08;dashitradio;Pnau;You Know What I Need (X Troye Sivan)
02/05/2024 23:53:24;18;EFF;STIMME
02/05/2024 23:53:24;41;EFF;STIMME
02/05/2024 23:55:13;bayern1main;Ava Max;Sweet But Psycho
02/05/2024 23:55:29;18;MADONNA;LIKE A PRAYER
02/05/2024 23:55:29;41;MADONNA;LIKE A PRAYER
02/05/2024 23:56:00;dashitradio;Cyndi Lauper;Girls Just Want To Have Fun
02/05/2024 23:56:31;bremennext;Yame;Bécane
02/05/2024 23:58:05;bayern1main;Mr. Mister;Broken Wings
02/05/2024 23:58:37;18;TOBY ROMEO & YOUNOTUS;WHAT IT FEELS LIKE
02/05/2024 23:58:37;41;TOBY ROMEO & YOUNOTUS;WHAT IT FEELS LIKE
02/05/2024 23:58:52;bremennext;Eliza Rose mit Calvin Harris;Body Moving
02/05/2024 23:59:40;dashitradio;Riku Rajamaa;Lonely Heart
02/06/2024 00:00:43;bremennext;Dua Lipa;Houdini
02/06/2024 00:01:29;dashitradio;Ed Sheeran;Eyes Closed
02/06/2024 00:01:29;bayern1main;    In Frankfurt protestieren 18.000 Menschen gegen Rechtsextremismus;Scholz lobt Demonstranten
02/06/2024 00:03:51;bremennext;Kontra K mit Lana Del Rey;Summertime
02/06/2024 00:04:38;dashitradio;Lena;Don't Lie To Me
02/06/2024 00:04:54;18;FREYA RIDINGS;WEEKENDS
02/06/2024 00:04:54;41;FREYA RIDINGS;WEEKENDS
02/06/2024 00:05:25;1live;Nico Santos;Would I Lie To You
02/06/2024 00:07:01;bremennext;The Kid Laroi mit Future;What's The Move?
02/06/2024 00:08:04;dashitradio;Thirty Seconds To Mars;Seasons
02/06/2024 00:08:51;1live;Felix Jaehn & Leony;Waking Up
02/06/2024 00:09:07;18;RAG'N'BONE MAN;HUMAN
02/06/2024 00:09:07;41;RAG'N'BONE MAN;HUMAN
02/06/2024 00:09:54;bayern1main;Rose Laurens;Africa
02/06/2024 00:10:41;dashitradio;Sonique;It Feels So Good
02/06/2024 00:10:42;bremennext;Bennett;Vois Sur Ton Chemin (Techno Mix)
02/06/2024 00:11:29;1live;Jessie J feat. B.o.B.;Price Tag
02/06/2024 00:11:45;bayern1main;Stevie Wonder;Happy Birthday
02/06/2024 00:12:17;18;ALOK FEAT. BEBE REXHA;DEEP IN YOUR LOVE
02/06/2024 00:12:17;41;ALOK FEAT. BEBE REXHA;DEEP IN YOUR LOVE
02/06/2024 00:13:36;bremennext;Xatar mit Samy;Mama War Der Mann Im Haus
02/06/2024 00:14:24;18;SHANIA TWAIN;THAT DON'T IMPRESS ME MUCH
02/06/2024 00:14:24;41;SHANIA TWAIN;THAT DON'T IMPRESS ME MUCH
02/06/2024 00:14:39;dashitradio;One Republic;West Coast
02/06/2024 00:16:46;1live;cassö x RAYE x D-Block Europe;Prada
02/06/2024 00:17:34;bremennext;Gorgon City mit Bbyafricka;Biggest Regret
02/06/2024 00:17:49;dashitradio;Madcon feat. Ray Dalton;Don't Worry
02/06/2024 00:17:50;bayern1main;Disturbed;The Sound Of Silence
02/06/2024 00:18:37;18;HARRY STYLES;SIGN OF THE TIMES
02/06/2024 00:18:37;41;HARRY STYLES;SIGN OF THE TIMES
02/06/2024 00:18:53;1live;Alan Walker;Faded
02/06/2024 00:21:16;dashitradio;Ofenbach;Overdrive (feat. Norma Jean Martine)
02/06/2024 00:21:32;bremennext;Swedish House Mafia mit The Weeknd;Moth To A Flame
02/06/2024 00:21:48;bayern1main;Eros Ramazzotti;Una storia importante
02/06/2024 00:22:35;1live;Lewis Capaldi;Strangers
02/06/2024 00:22:51;18;KENYA GRACE;STRANGERS
02/06/2024 00:22:51;41;KENYA GRACE;STRANGERS
02/06/2024 00:23:38;dashitradio;Natalie Imbruglia;Torn
02/06/2024 00:25:13;bremennext;Jazeek;Rufe Dich An
02/06/2024 00:26:17;bayern1main;Buggles;Video Killed The Radio Star
02/06/2024 00:26:32;1live;DJ Snake feat. Bipolar Sunshine;Middle
02/06/2024 00:27:04;18;MILKY CHANCE;SYNCHRONIZE
02/06/2024 00:27:04;41;MILKY CHANCE;SYNCHRONIZE
02/06/2024 00:27:51;dashitradio;Clockclock;Over
02/06/2024 00:28:23;bremennext;Post Malone;Motley Crew
02/06/2024 00:29:11;18;PHIL COLLINS;IN THE AIR TONIGHT
02/06/2024 00:29:11;41;PHIL COLLINS;IN THE AIR TONIGHT
02/06/2024 00:29:26;bayern1main;Richard Marx;Should've Known Better
02/06/2024 00:29:42;1live;Apache 207;Roller
02/06/2024 00:30:30;dashitradio;Rea Garvey;Let's Be Lovers Tonight (Deepend Remix)
02/06/2024 00:31:01;bremennext;Becky Hill mit Chase & Status;Disconnect
02/06/2024 00:32:20;18;ZARA LARSSON;CAN'T TAME HER
02/06/2024 00:32:20;41;ZARA LARSSON;CAN'T TAME HER
02/06/2024 00:33:23;dashitradio;Michael Patrick Kelly;Wonders (feat. Rakim)
02/06/2024 00:33:23;bayern1main;Joan Osborne;One Of Us
02/06/2024 00:33:39;bremennext;Macklemore mit Ryan Lewis;Thrift Shop
02/06/2024 00:33:54;1live;Thirty Seconds To Mars;Seasons
02/06/2024 00:35:29;18;SIDO;TAUSEND TATTOOS
02/06/2024 00:35:29;41;SIDO;TAUSEND TATTOOS
02/06/2024 00:36:32;1live;Lil Nas X;Star Walkin'
02/06/2024 00:36:48;dashitradio;Kings Of Leon;Sex On Fire
02/06/2024 00:37:04;bremennext;Ashnikko;Worms
02/06/2024 00:37:35;bayern1main;Howard Jones;What Is Love?
02/06/2024 00:38:38;18;PURPLE DISCO MACHINE X ÁSDÍS;BEAT OF YOUR HEART
02/06/2024 00:38:39;41;PURPLE DISCO MACHINE X ÁSDÍS;BEAT OF YOUR HEART
02/06/2024 00:39:41;bremennext;Kalim mit Badmómzjay;Fuffies
02/06/2024 00:40:12;1live;Billy Gillies feat. Hannah Boleyn;DNA (Loving You)
02/06/2024 00:40:12;dashitradio;Sophie & The Giants;Paradise (Purple Disco Machine)
02/06/2024 00:41:15;bayern1main;Milow;You Don't Know
02/06/2024 00:42:34;bremennext;Nicki Minaj mit Ice Spice;Barbie World
02/06/2024 00:43:06;1live;Kygo feat. Parson James;Stole The Show
02/06/2024 00:43:21;dashitradio;Dermot Kennedy;Power Over Me
02/06/2024 00:43:37;bayern1main;Texas;I Don't Want A Lover
02/06/2024 00:44:24;bremennext;Ariana Grande;Yes, And?
02/06/2024 00:44:56;1live;Nico Santos;Would I Lie To You
02/06/2024 00:44:56;18;BANNERS;SOMEONE TO YOU
02/06/2024 00:44:56;41;BANNERS;SOMEONE TO YOU
02/06/2024 00:46:46;1live;Tate McRae;exes
02/06/2024 00:46:46;dashitradio;Taylor Swift;New Is It Over Now?
02/06/2024 00:47:34;bremennext;Justin Bieber mit Don Toliver;Honest
02/06/2024 00:48:36;bayern1main;Joshua Kadison;Jessie
02/06/2024 00:49:08;18;TATE MCRAE;GREEDY
02/06/2024 00:49:08;41;TATE MCRAE;GREEDY
02/06/2024 00:50:11;dashitradio;Status Quo;In The Army Now
02/06/2024 00:50:26;1live;Imagine Dragons;Whatever It Takes
02/06/2024 00:50:42;bremennext;6pm Records mit Luciano;Wonderful Life
02/06/2024 00:51:14;18;ALPHAVILLE;FOREVER YOUNG
02/06/2024 00:51:14;41;ALPHAVILLE;FOREVER YOUNG
02/06/2024 00:53:19;1live;Öwnboss & Sevek;Move Your Body
02/06/2024 00:53:35;bremennext;Bad Bunny;Monaco
02/06/2024 00:53:35;bayern1main;Level 42;Heaven In My Hands
02/06/2024 00:54:22;18;ARIANA GRANDE;YES, AND?
02/06/2024 00:54:22;41;ARIANA GRANDE;YES, AND?
02/06/2024 00:54:54;dashitradio;Malik Harris;New Sticks & Stones
02/06/2024 00:55:25;1live;Flo Rida;My House
02/06/2024 00:57:31;18;SHEPPARD;GERONIMO
02/06/2024 00:57:31;41;SHEPPARD;GERONIMO
02/06/2024 00:57:47;1live;Ariana Grande;Yes, And?
02/06/2024 00:57:47;bayern1main;Bill Withers;Ain't No Sunshine
02/06/2024 00:58:18;dashitradio;Dennis Lloyd;Nevermind
02/06/2024 00:58:34;bremennext;Acraze mit Cherish;Do It To It
02/06/2024 00:59:21;bayern1main;Bangles;Walk Like An Egyptian
02/06/2024 01:00:40;bremennext;Kungs mit David Guetta;All Night Long
02/06/2024 01:00:56;dashitradio;U2;Beautiful Day
02/06/2024 01:03:33;bremennext;Burna boy;Sittin' On Top Of The World
02/06/2024 01:04:52;dashitradio;Kenya Grace;Strangers
02/06/2024 01:04:52;18;CYRIL;STUMBLIN' IN
02/06/2024 01:04:53;41;CYRIL;STUMBLIN' IN
02/06/2024 01:05:08;bayern1main;Yazoo;Don't Go
02/06/2024 01:05:24;1live;Topic & A7S;Kernkraft 400 (A better day)
02/06/2024 01:06:28;bremennext;Iilliaa;Life Gets Hard
02/06/2024 01:07:46;dashitradio;Lost Frequencies;Love To Go (Zonderling & Kelvin Jones)
02/06/2024 01:07:46;bayern1main;Gareth Gates;Anyone Of Us
02/06/2024 01:08:02;18;ONE REPUBLIC;COUNTING STARS
02/06/2024 01:08:02;41;ONE REPUBLIC;COUNTING STARS
02/06/2024 01:08:33;1live;Doja Cat;Paint The Town Red
02/06/2024 01:08:33;bremennext;Tate McRae;Greedy
02/06/2024 01:10:23;dashitradio;Nicky Youre;Sunroof (X Dazy)
02/06/2024 01:10:39;bremennext;Jax Jones mit RobbieG;Forever
02/06/2024 01:11:11;18;MIKE & THE MECHANICS;OVER MY SHOULDER
